featured,doi,AuthorInfo,output_type,stand_alone,name,published_date,published_numeric,published_mon_year,desc,desc_gpt,keywords,journal,AuthorInfoText,aff,pmid,pmcid,publication_link,tool_link,thumbnail,press_link,code_link,tool_label,external,aff_clean,output_type_title
FALSE,10.1093/ije/dyab137,"PH Mullachery, DA Rodriguez, JJ Miranda, N López-Olmedo, K Martinez-Folgar, ML Barreto, AV Diez Roux, U Bilal",publication,1,Mortality amenable to healthcare in Latin American cities: a cross-sectional study examining between-country variation in amenable mortality and the role of urban metrics,2022-02-01,19024,February 2022,"This study examined the variation in city-level amenable mortality, i.e. mortality due to conditions that can be mitigated in the presence of timely and effective healthcare, in 363 Latin American cities and measured associations between amenable-mortality rates and urban metrics.",This study analyzed amenable mortality rates in Latin American cities and explored links with urban metrics.,"Amenable mortality, Latin America, urban health",International Journal of Epidemiology,"PH Mullachery, DA Rodriguez, JJ Miranda, N López-Olmedo, K Martinez-Folgar, ML Barreto, AV Diez Roux, U Bilal","Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, PA, USA., Department of City and Regional Planning and Institute for Transportation Studies, University of California Berkeley, Berkeley, CA, USA., School of Medicine, Universidad Peruana Cayetano Heredia, Lima, Peru., Center for Population Health Research, National Institute of Public Health, Cuernavaca, Morelos, Mexico., Center for Data and Knowledge Integration for Health (CIDACS), Fundação Oswaldo Cruz, Bahia, Brazil.",34339492,8856009,https://doi.org/10.1093/ije/dyab137,https://storymaps.arcgis.com/stories/e0c74e6197bb48bcb749e8300768916a,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,https://sites.google.com/view/salurbalnewsreleases/salurbal-studies/aug-2021-amenable-mortality?authuser=0,"",Story Map,1,"Drexel University, University of California, Berkeley, Universidad Peruana Cayetano Heredia, Lima, Peru, National Institute of Public Health, Cuernavaca, Mexico, Center of Data and Knowledge Integration for Health (CIDACS), Brazil",Publication
FALSE,10.1007/s11116-021-10260-x,"LA Guzman, VA Cantillo-Garcia, J Arellana, OL Sarmiento",publication,1,User expectations and perceptions towards new public transport infrastructure: evaluating a cable car in Bogotá,2022-01-01,18993,January 2022,"Cable cars are a viable alternative to improve citizens' accessibility in zones with limitations on urban public transport supply due to the topography. In Latin America, such systems have recently been implemented in zones with high levels of poverty and vulnerability. Although the social implications of their implementation are relevant, individual expectations of these systems and how current changes in travel conditions and quality of life are perceived have not been widely reported in the literature. This paper aims to evaluate users' expectations and perceptions of a new cable car in the southern periphery of Bogotá (Colombia). We conducted a panel survey before (n = 341) and after (n = 301) the cable car started operations to evaluate the ranking of preferences toward a set of possible benefits of the project. We estimated discrete choice models to analyze the statistical differences between the expectations and perceptions before and after changes. Results suggest that travel time reductions, comfort improvements, and in-vehicle security are the benefits most valued by the users. Even though the project meets expectations of these aspects, it seems to fall short in expectations of reductions of pollution. Individuals' experience with the cable car shapes their perceptions of the system. We found that perceptions differ between those who have used the service at least once and those who never did. Policy implications derived from this study might be of interest to decision-makers seeking to guarantee the public acceptability of urban projects.","This study evaluates users' expectations and perceptions of a new cable car system in Bogotá, Colombia. Results show that users value travel time reductions, comfort improvements, and in-vehicle security, but have lower expectations for pollution reduction. Users' experiences with the system shape their perceptions. This study offers policy implications for decision-makers aiming to ensure public acceptability of urban projects.","Bogotá, Cable car, Discrete choice models, Expectations, Perceptions, Public transport, Urban ropeways",Transportation,"LA Guzman, VA Cantillo-Garcia, J Arellana, OL Sarmiento","Grupo de Sostenibilidad Urbana y Regional, SUR, Departamento de Ingeniería Civil y Ambiental, Universidad de los Andes, Bogotá, Colombia., Department of Civil and Environmental Engineering, Universidad del Norte, Barranquilla, Colombia., School of Medicine, Universidad de los Andes, Bogotá, Colombia.",35106013,8795283,https://doi.org/10.1007/s11116-021-10260-x,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Universidad de los Andes, Bogotá, Colombia, Universidad del Norte, Barranquilla, Colombia",Publication
FALSE,10.3390/ijerph19031094,"L Saavedra-Garcia, M Moscoso-Porras, F Diez-Canseco",publication,1,An Experimental Study Evaluating the Influence of Front-of-Package Warning Labels on Adolescent’s Purchase Intention of Processed Food Products,2022-01-01,18993,January 2022,"Front-of-package warning labels (WLs) are among the public health policies adopted by some countries, mainly in Latin-America, to tackle childhood obesity; however, their impact is still under review. The aim of this study was to assess, using an experimental design, whether WLs influence purchase intention of processed foods and identification of the healthiest products among adolescents in Peru, in May 2019, just before WLs mandatory implementation. Four hundred forty-nine adolescents from two public schools were randomly assigned to an experimental group (received three different processed products with either zero, one or two WLs, informing if they were high in sugar, sodium and/or saturated fats) or a control group (received the same products but unlabeled). Participants chose which product they would buy, and which they considered to be the healthiest. No differences between groups were found neither in purchase intention (p = 0.386) nor in the identification of the healthiest product (p = 0.322). In both groups, the most-selected product was always the healthiest of the triad (>40% in purchase intention and >80% in identification of the healthiest). Front-of-package WLs did not influence purchase intention, or identification of healthier products among adolescents from public schools in Peru. Mass media and educational campaigns should accompany the WLs implementation to help achieve the policy objective.",This study examined the impact of front-of-package warning labels on the purchase intention and identification of healthy foods among adolescents in Peru. The results showed that the labels did not influence either of these factors. Mass media and educational campaigns are recommended to support the implementation of warning labels. (368 characters),"adolescents, food preferences, front-of-pack labeling, nutrition labeling, purchase intention, warning labels",International Journal of Environmental Research and Public Health,"L Saavedra-Garcia, M Moscoso-Porras, F Diez-Canseco","CRONICAS Center of Excellence in Chronic Diseases, Universidad Peruana Cayetano Heredia, Av. Armendariz 445, Miraflores, Lima 15074, Peru.",35162126,8833989,https://doi.org/10.3390/ijerph19031094,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Universidad Peruana Cayetano Heredia, Lima, Peru",Publication
FALSE,10.3390/ijerph19031353,"M Armendariz, C Pérez-Ferrer, A Basto-Abreu, GS Lovasi, U Bilal, T Barrientos-Gutiérrez",publication,1,Changes in the Retail Food Environment in Mexican Cities and Their Association with Blood Pressure Outcomes,2022-01-01,18993,January 2022,"Shifting food environments in Latin America have potentially contributed to an increase in the consumption of ultra-processed foods and sugar-sweetened beverages, along with decreases in healthy foods, such as fruits and vegetables. Yet, little is known about the impact that such changes in the food environment have on blood pressure in low- and middle-income countries, including Mexico. We utilized individual-level systolic and diastolic blood pressure (SBP and DBP) measures from the 2016 Mexican Health and Nutrition Survey (ENSANUT, n = 2798 adults). Using an inventory of food stores based on the economic census for 2010 and 2016, we calculated the change in the density of fruit and vegetable stores, convenience stores, and supermarkets. Multilevel regression was used to estimate the association between the 2010-2016 food environment neighborhood-level changes with individual-level blood pressure measured in 2016. Declines in neighborhood-level density of fruit and vegetable stores were associated with higher individual SBP (2.67 mmHg, 95% CI: 0.1, 5.2) in unadjusted models, and marginally associated after controlling for individual-level and area-level covariates. Increases in the density of supermarkets were associated with higher blood pressure outcomes among adults with undiagnosed hypertension. Structural interventions targeting the retail food environment could potentially contribute to better nutrition-related health outcomes in Latin American cities.","Shifting food environments in Latin America may increase consumption of unhealthy foods and decrease consumption of healthy foods. This study investigated the impact of these changes on blood pressure in Mexico. Results showed that declining availability of fruit and vegetable stores was associated with higher blood pressure, while increased availability of supermarkets was linked to higher blood pressure in adults with undiagnosed hypertension. Improving the retail food environment could lead to better health outcomes in Latin American cities. (371 characters)","Mexico, blood pressure, food retail environment, nutrition policy, urban neighborhoods",International Journal of Environmental Research and Public Health,"M Armendariz, C Pérez-Ferrer, A Basto-Abreu, GS Lovasi, U Bilal, T Barrientos-Gutiérrez","Department of Public Health, University of Texas at San Antonio, San Antonio, TX 78249, USA., National Council for Science and Technology (CONACYT), Mexico City 03940, Mexico., Instituto Nacional de Salud Pública, Cuernavaca 62100, Mexico., Dornsife School of Public Health, Department of Epidemiology and Biostatistics and Urban Health Collaborative, Drexel University, Phildadelphia, PA 19104, USA.",35162376,8834862,https://doi.org/10.3390/ijerph19031353,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"University of Texas at San Antonio, San Antonio, TX 78249, USA, National Council for Science and Technology, Ciudad de México, Mexico, Instituto Nacional de Salud Pública, Mexico, Drexel University",Publication
FALSE,10.1016/j.landurbplan.2021.104255,"MDCM Cunha, Y Ju, MHF Morais, I Dronova, SP Ribeiro, FRP Bruhn, LL Lima, DM Sales, OL Schultes, DA Rodriguez, WT Caiaffa",publication,1,Disentangling associations between vegetation greenness and dengue in a Latin American city: Findings and challenges,2021-12-01,18962,December 2021,"Being a Re-Emerging Infectious Disease, dengue causes 390 million cases globally and is prevalent in many urban areas in South America. Understanding the fine-scale relationships between dengue incidence and environmental and socioeconomic factors can guide improved disease prevention strategies. This ecological study examines the association between dengue incidence and satellite-based vegetation greenness in 3826 census tracts nested in 474 neighborhoods in Belo Horizonte, Brazil, during the 2010 dengue epidemic. To reduce potential bias in the estimated dengue-greenness association, we adjusted for socioeconomic vulnerability, population density, building height and density, land cover composition, elevation, weather patterns, and neighborhood random effects. We found that vegetation greenness was negatively associated with dengue incidence in a univariate model, and this association attenuated after controlling for additional covariates. The dengue-greenness association was modified by socioeconomic vulnerability: while a positive association was observed in the least vulnerable census tracts, the association was negative in the most vulnerable areas. Using greenness as a proxy for vegetation quality, our results show the potential of vegetation management in reducing dengue incidence, particularly in socioeconomically vulnerable areas. We also discuss the role of water infrastructure, sanitation services, and tree cover in lowering dengue risk.","This ecological study in Brazil found a negative association between vegetation greenness and dengue incidence. The association was modified by socioeconomic vulnerability, with the potential for vegetation management to reduce dengue in vulnerable areas. Water infrastructure, sanitation services, and tree cover were also discussed as factors in lowering dengue risk.","Dengue, Greenness, Planning and policy implications, Reemerging infectious disease, Socioeconomic vulnerability",Landscape and Urban Planning,"MDCM Cunha, Y Ju, MHF Morais, I Dronova, SP Ribeiro, FRP Bruhn, LL Lima, DM Sales, OL Schultes, DA Rodriguez, WT Caiaffa","Observatory for Urban health in Belo Horizonte, School of Medicine, Federal University of Minas Gerais, Brazil., Institute of Urban and Regional Development, University of California, 316 Wurster Hall, University of California, Berkeley, Berkeley, CA 94720, USA., Belo Horizonte Municipal Health Department, Brazil., Department of Environmental Science, Policy, and Management, Department of Landscape Architecture and Environmental Planning, University of California, Berkeley, USA., Laboratory of Ecology of Diseases and Forests, Nucleous of Biology/NUPEB and Institute of Exact and Biological Sciences, Federal University of Ouro Preto, Brazil., Faculty of Veterinary Medicine, Federal University of Pelotas, Brazil., Department of City and Regional Planning and Institute of Transportation Studies, University of California, Berkeley, USA.",34675450,8519391,https://doi.org/10.1016/j.landurbplan.2021.104255,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil, University of California, Berkeley, Belo Horizonte Municipal Health Department, Brazil, Universidade Federal de Ouro Preto, Ouro Preto, Brazil, Federal University of Pelotas, Brazil",Publication
FALSE,10.1126/sciadv.abl6325,"U Bilal, CP de Castro, T Alfaro, T Barrientos-Gutierrez, ML Barreto, CM Leveau, K Martinez-Folgar, JJ Miranda, F Montes, P Mullachery, MF Pina, DA Rodriguez, GF Dos Santos, RFS Andrade, AV Diez Roux",publication,1,Scaling of mortality in 742 metropolitan areas of the Americas,2021-12-01,18962,December 2021,"We explored how mortality scales with city population size using vital registration and population data from 742 cities in 10 Latin American countries and the United States. We found that more populated cities had lower mortality (sublinear scaling), driven by a sublinear pattern in U.S. cities, while Latin American cities had similar mortality across city sizes. Sexually transmitted infections and homicides showed higher rates in larger cities (superlinear scaling). Tuberculosis mortality behaved sublinearly in U.S. and Mexican cities and superlinearly in other Latin American cities. Other communicable, maternal, neonatal, and nutritional deaths, and deaths due to noncommunicable diseases were generally sublinear in the United States and linear or superlinear in Latin America. Our findings reveal distinct patterns across the Americas, suggesting no universal relation between city size and mortality, pointing to the importance of understanding the processes that explain heterogeneity in scaling behavior or mortality to further advance urban health policies.","The study analyzed mortality rates in 742 cities in Latin America and the United States. They found that larger cities had lower overall mortality, but higher rates of sexually transmitted infections and homicides. The behavior of tuberculosis and other causes of death varied between the two regions. There is no universal relation between city size and mortality, emphasizing the need for tailored urban health policies.","",Science Advances,"U Bilal, CP de Castro, T Alfaro, T Barrientos-Gutierrez, ML Barreto, CM Leveau, K Martinez-Folgar, JJ Miranda, F Montes, P Mullachery, MF Pina, DA Rodriguez, GF Dos Santos, RFS Andrade, AV Diez Roux","Urban Health Collaborative, Drexel Dornsife School of Public Health, Philadelphia, PA, USA., Center for Data and Knowledge Integration for Health (CIDACS), Fiocruz, Salvador, Bahia, Brazil., Escuela de Salud Pública, Universidad de Chile, Santiago de Chile, Chile., Instituto Nacional de Salud Pública, Cuernavaca, Mexico., Instituto de Producción, Economía y Trabajo, Universidad Nacional de Lanús, Buenos Aires, Argentina., CRONICAS Centre of Excellence in Chronic Diseases, Universidad Peruana Cayetano Heredia, Lima, Peru., Department of Industrial Engineering, Universidad de los Andes, Bogotá, Colombia., Institute for Information and Communication on Health-ICICT/FIOCRUZ, Rio de Janeiro, Brazil., Department of City and Regional Planning, University of California, Berkeley, Berkeley, CA, USA.",34878846,8654292,https://doi.org/10.1126/sciadv.abl6325,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Drexel University, Center of Data and Knowledge Integration for Health (CIDACS), Brazil, University of Chile, Santiago, Chile, Instituto Nacional de Salud Pública, Mexico, Universidad Nacional de Lanús, Argentina, Universidad Peruana Cayetano Heredia, Lima, Peru, Universidad de los Andes, Bogotá, Colombia, Fiocruz-RJ, Rio de Janeiro, Brazil, University of California, Berkeley",Publication
FALSE,10.3389/ijph.2021.1604318,"CM Leveau, JA Tapia Granados, MI Dos Santos, M Castillo-Riquelme, M Alazraqui",publication,1,Are Wealthier Times Healthier in Cities? Economic Fluctuations and Mortality in Urban Areas of Latin America,2021-12-01,18962,December 2021,"Objective: To analyze the relationship between economic conditions and mortality in cities of Latin America. Methods: We analyzed data from 340 urban areas in ten countries: Argentina, Brazil, Chile, Colombia, Costa Rica, Guatemala, Mexico, Panama, Peru, and El Salvador. We used panel models adjusted for space-invariant and time-invariant factors to examine whether changes in area gross domestic product (GDP) per capita were associated with changes in mortality. Results: We find procyclical oscillations in mortality (i.e., higher mortality with higher GDP per capita) for total mortality, female population, populations of 0-9 and 45+ years, mortality due to cardiovascular diseases, malignant neoplasms, diabetes mellitus, respiratory infections and road traffic injuries. Homicides appear countercyclical, with higher levels at lower GDP per capita. Conclusions: Our results reveal large heterogeneity, but in our sample of cities, for specific population groups and causes of death, mortality oscillates procyclically, increasing when GDP per capita increases. In contrast we find few instances of countercyclical mortality.","The study examines the relationship between economic conditions and mortality in Latin American cities. It finds that higher GDP per capita is associated with higher mortality rates for various population groups and causes of death, with few instances of the opposite trend. Homicides, however, show a decrease with higher GDP per capita.","Latin America, cities, economic recession, health economics, mortality",International Journal of Public Health,"CM Leveau, JA Tapia Granados, MI Dos Santos, M Castillo-Riquelme, M Alazraqui","Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina., Department of Politics, Drexel University, Philadelphia, PA, United States., Centro de Integração de Dados e Conhecimentos para a Saúde (CIDACS), Fundação Oswaldo Cruz, Salvador de Bahía, Brazil., Escuela de Salud Pública, Universidad de Chile, Santiago, Chile., Instituto de Salud Colectiva, Universidad Nacional de Lanús, Remedios de Escalada, Argentina.",34955702,8696345,https://doi.org/10.3389/ijph.2021.1604318,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Consejo Nacional de Investigaciones Científicas y Técnicas, Argentina, Drexel University, Center of Data and Knowledge Integration for Health (CIDACS), Brazil, University of Chile, Santiago, Chile, Universidad Nacional de Lanús, Argentina",Publication
FALSE,10.1371/journal.pone.0259946,"FJ Prado-Galbarro, C Pérez-Ferrer, A Ortigoza, NP López-Olmedo, A Braverman-Bronstein, R Rojas-Martínez, F de Castro, T Barrientos-Gutiérrez",publication,1,Early childhood development and urban environment in Mexico,2021-11-01,18932,November 2021,"Childhood is considered the most important phase of human development; within it the period from birth to 5 years of age is particularly critical, given the speed at which changes occur. The context where children live can influence early childhood developmnent (ECD) by providing or limiting opportunities to learn, play and establish social interactions. This study explored the associations between characteristics of the urban environment and ECD in 2,194 children aged 36 to 59 months living in urban municipalities in Mexico.","This study examines the impact of the urban environment on early childhood development in Mexican municipalities. The findings explore how the context in which children live influences their opportunities for learning, play, and social interactions. The study discovers associations between urban characteristics and the development of children aged 36 to 59 months.","",PLoS ONE,"FJ Prado-Galbarro, C Pérez-Ferrer, A Ortigoza, NP López-Olmedo, A Braverman-Bronstein, R Rojas-Martínez, F de Castro, T Barrientos-Gutiérrez","Population Health Research Center, National Institute of Public Health, Cuernavaca, Mexico., Urban Health Collaborative, Drexel University, Philadelphia, PA, United States of America.",34788324,8598011,https://doi.org/10.1371/journal.pone.0259946,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"National Institute of Public Health, Cuernavaca, Mexico, Drexel University",Publication
FALSE,10.1016/j.healthplace.2021.102703,"MR Moran, U Bilal, I Dronova, Y Ju, N Gouveia, WT Caiaffa, AAL Friche, K Moore, JJ Miranda, DA Rodríguez",publication,1,The equigenic effect of greenness on the association between education with life expectancy and mortality in 28 large Latin American cities,2021-11-01,18932,November 2021,"Recent studies highlight the equigenic potential of greenspaces by showing narrower socioeconomic health inequalities in greener areas. However, results to date have been inconsistent and derived from high-income countries. We examined whether urban greenness modifies the associations between area-level education, as a proxy for socioeconomic status, and life expectancy and cause-specific mortality in Latin American cities.","Studies show that greenspaces can reduce socioeconomic health disparities, but prior findings are inconsistent and limited to wealthy countries. We investigated if urban greenness affects the link between education and life expectancy in Latin American cities.","Education, Latin America, Mortality, NDVI, Urban health",Health & Place,"MR Moran, U Bilal, I Dronova, Y Ju, N Gouveia, WT Caiaffa, AAL Friche, K Moore, JJ Miranda, DA Rodríguez","Institute for Urban and Regional Development, University of California Berkeley, Berkeley, CA, USA. Electronic address: mikam@berkeley.edu., Urban Health Collaborative, Drexel Dornsife School of Public Health, Philadelphia, PA, USA. Electronic address: ub45@drexel.edu., Department of Landscape Architecture and Environmental Planning, College of Environmental Design, University of California Berkeley, Berkeley, CA, USA, Department of Environmental Science, Policy, and Management, University of California, Berkeley, CA, USA., Institute for Urban and Regional Development, University of California Berkeley, Berkeley, CA, USA., Departamento de Medicina Preventiva, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil., Observatório de Saúde Urbana de Belo Horizonte, Faculdade de Medicina da Universidade Federal de Minas Gerais, Belo Horizonte, Brazil., Urban Health Collaborative, Drexel Dornsife School of Public Health, Philadelphia, PA, USA., CRONICAS Center of Excellence in Chronic Diseases, Universidad Peruana Cayetano Heredia, Lima, Peru, Department of Medicine, School of Medicine, Universidad Peruana Cayetano Heredia, Lima, Peru., Department of City and Regional Planning and Institute for Transportation Studies, University of California Berkeley, Berkeley, CA, USA.",34753000,8633763,https://doi.org/10.1016/j.healthplace.2021.102703,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"University of California, Berkeley, Drexel University, Universidade de São Paulo, São Paulo, Brazil, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil, Universidad Peruana Cayetano Heredia, Lima, Peru",Publication
FALSE,10.1088/1748-9326/ac2a63,"Y Ju, M Moran, X Wang, I Avila-Palencia, A Cortinez-O'Ryan, K Moore, AD Slovic, OL Sarmiento, N Gouveia, WT Caiaffa, GAS Aguilar, DM Sales, MFRP Pina, DM Coelho, I Dronova",publication,1,Latin American cities with higher socioeconomic status are greening from a lower baseline: evidence from the SALURBAL project,2021-10-01,18901,October 2021,"The characteristics of urban green space have context-dependent associations with socioeconomic status (SES). Latin American cities provide a unique but understudied context to assess the green space-SES associations. We measured the quantity and quality of green space as greenness from satellite-derived Normalized Difference Vegetation Index, and we modeled the relationship between greenness and SES in 371 major Latin American cities between 2000 and 2010. We found that SES was negatively associated with average greenness at city and sub-city scales, which could be explained by urbanization generally improving SES while reducing the provision of green space. About 82% of the cities and 64% of the sub-cities experienced greening or increases in greenness over time. Although with lower average greenness, cities with higher SES had greater greening; however, it was the opposite for sub-cities. We suggest that greening is more likely to take place in peripheral sub-cities where SES tends to be lower. The findings challenge the belief that places with higher SES have better access to environmental resources and amenities; instead, this relationship is context dependent.","This study examines the relationship between urban green space and socioeconomic status (SES) in Latin American cities. It found that higher SES is associated with lower greenness at the city level, but higher greenness at the sub-city level. The study challenges the assumption that higher SES equates to better access to environmental resources.","Latin America, environmental justice, green space, socioeconomic status, urban",Environmental Research Letters,"Y Ju, M Moran, X Wang, I Avila-Palencia, A Cortinez-O'Ryan, K Moore, AD Slovic, OL Sarmiento, N Gouveia, WT Caiaffa, GAS Aguilar, DM Sales, MFRP Pina, DM Coelho, I Dronova","Institute of Urban and Regional Development, University of California, Berkeley, CA, United States of America., Department of Real Estate, National University of Singapore, Singapore, Singapore., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, PA, United States of America., Department of Physical Education, Sports and Recreation, Universidad de La Frontera, Temuco, Chile., Environmental Health Department, School of Public Health, University of São Paulo, São Paulo, Brazil., School of Medicine, Universidad de los Andes, Bogota, Colombia., Departamento de Medicina Preventiva, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil., Observatory for Urban Health in Belo Horizonte, School of Medicine, Federal University of Minas Gerais, Belo Horizonte, Brazil., Instituto de Comunicação e Informação Científica e Tecnológica em Saúde, Fundação Oswaldo Cruz-ICICT/FIOCRUZ, Rio de Janeiro, Brazil., Department of Environmental Science, Policy, and Management, Department of Landscape Architecture and Environmental Planning, University of California, Berkeley, CA, United States of America.",34691242,8524204,https://doi.org/10.1088/1748-9326/ac2a63,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"University of California, Berkeley, National University of Singapore, Singapore, Drexel University, Universidad de La Frontera, Chile, Universidade de São Paulo, São Paulo, Brazil, Universidad de los Andes, Bogotá, Colombia, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil, Fiocruz-RJ, Rio de Janeiro, Brazil, Oswaldo Cruz Foundation, Rio de Janeiro, Brazil",Publication
FALSE,10.1371/journal.pone.0257528,"OL Sarmiento, AF Useche, DA Rodriguez, I Dronova, O Guaje, F Montes, I Stankov, MA Wilches, U Bilal, X Wang, LA Guzmán, F Peña, DA Quistberg, JA Guerra-Gomez, AV Diez Roux",publication,1,Built environment profiles for Latin American urban settings: The SALURBAL study,2021-10-01,18901,October 2021,"The built environment of cities is complex and influences social and environmental determinants of health. In this study we, 1) identified city profiles based on the built landscape and street design characteristics of cities in Latin America and 2) evaluated the associations of city profiles with social determinants of health and air pollution. Landscape and street design profiles of 370 cities were identified using finite mixture modeling. For landscape, we measured fragmentation, isolation, and shape. For street design, we measured street connectivity, street length, and directness. We fitted a two-level linear mixed model to assess the association of social and environmental determinants of health with the profiles. We identified four profiles for landscape and four for the street design domain. The most common landscape profile was the ""proximate stones"" characterized by moderate fragmentation, isolation and patch size, and irregular shape. The most common street design profile was the ""semi-hyperbolic grid"" characterized by moderate connectivity, street length, and directness. The ""semi-hyperbolic grid"", ""spiderweb"" and ""hyperbolic grid"" profiles were positively associated with higher access to piped water and less overcrowding. The ""semi-hyperbolic grid"" and ""spiderweb"" profiles were associated with higher air pollution. The ""proximate stones"" and ""proximate inkblots"" profiles were associated with higher congestion. In conclusion, there is substantial heterogeneity in the urban landscape and street design profiles of Latin American cities. While we did not find a specific built environment profile that was consistently associated with lower air pollution and better social conditions, the different configurations of the built environments of cities should be considered when planning healthy and sustainable cities in Latin America.","This study identified landscape and street design profiles of Latin American cities and evaluated their associations with social determinants of health and air pollution. Four profiles for landscape and four for street design were identified. Certain profiles were associated with better access to piped water and less overcrowding, while others were associated with higher air pollution and congestion. The findings highlight the importance of considering the built environment when planning healthy and sustainable cities in Latin America.","",PLoS ONE,"OL Sarmiento, AF Useche, DA Rodriguez, I Dronova, O Guaje, F Montes, I Stankov, MA Wilches, U Bilal, X Wang, LA Guzmán, F Peña, DA Quistberg, JA Guerra-Gomez, AV Diez Roux","School of Medicine, Universidad de Los Andes in Bogotá Colombia, Bogotá, Colombia., Department of Industrial Engineering, School of Engineering, Universidad de Los Andes in Bogotá Colombia, Bogotá, Colombia., College of Environmental Design and Institute for Transportation Studies, University of California Berkeley, Berkeley, CA, United States of America., Department of Landscape Architecture and Environmental Planning, University of California, Berkeley, Berkeley, CA, United States of America., Department of Epidemiology and Biostatistics, Dornsife School of Public Health, Drexel University, Philadelphia, PA, United States of America., Department of Real Estate, National University of Singapore, Singapore, Singapore., Department of Civil and Environmental Engineering, School of Engineering, Universidad de Los Andes in Bogotá Colombia, Bogotá, Colombia., Department of Computer Science, School of Engineering, Universidad de Los Andes in Bogotá Colombia, Bogotá, Colombia., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, PA, United States of America.",34699532,8547632,https://doi.org/10.1371/journal.pone.0257528,https://fabiancpl.github.io/salurbal/,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,"","",View Tool,1,"Universidad de los Andes, Bogotá, Colombia, University of California, Berkeley, Drexel University, National University of Singapore, Singapore",Publication
